,medium,description,bigg,name,vmh,modelseed,flux
1160,FOOD_kombucha,Black Tea and sucrose,cu2,Cu2+,cu2,cpd00058,100.0
1161,FOOD_kombucha,Black Tea and sucrose,ca2,Ca2+,ca2,cpd00063,100.0
1162,FOOD_kombucha,Black Tea and sucrose,h,H+,h,cpd00067,100.0
1163,FOOD_kombucha,Black Tea and sucrose,cl,Cl-,cl,cpd00099,100.0
1164,FOOD_kombucha,Black Tea and sucrose,cobalt2,Co2+,cobalt2,cpd00149,100.0
1165,FOOD_kombucha,Black Tea and sucrose,k,K+,k,cpd00205,100.0
1166,FOOD_kombucha,Black Tea and sucrose,mg2,Mg,mg2,cpd00254,100.0
1167,FOOD_kombucha,Black Tea and sucrose,hg2,Hg2+,hg2,cpd00531,100.0
1168,FOOD_kombucha,Black Tea and sucrose,na1,Na+,na1,cpd00971,100.0
1169,FOOD_kombucha,Black Tea and sucrose,cd2,Cd2+,cd2,cpd01012,100.0
1170,FOOD_kombucha,Black Tea and sucrose,aso4,Arsenate,aso4,cpd01048,100.0
1171,FOOD_kombucha,Black Tea and sucrose,fe2,Fe2+,fe2,cpd10515,100.0
1172,FOOD_kombucha,Black Tea and sucrose,fe3,fe3,fe3,cpd10516,100.0
1173,FOOD_kombucha,Black Tea and sucrose,cro4,chromate,cro4,cpd11595,100.0
1174,FOOD_kombucha,Black Tea and sucrose,mma,Methanamine,mma,cpd00187,3.0
1175,FOOD_kombucha,Black Tea and sucrose,xan,Xanthine,xan,cpd00309,3.0
1176,FOOD_kombucha,Black Tea and sucrose,co2,CO2,co2,cpd00011,10.0
1177,FOOD_kombucha,Black Tea and sucrose,mobd,Molybdate,mobd,cpd11574,100.0
1178,FOOD_cowmilk,Cow Milk,lcts,Lactose,lcts,cpd00208,125.0
1179,FOOD_cowmilk,Cow Milk,pcreat,Phosphocreatine,pcreat,cpd01550,87.0
1180,FOOD_cowmilk,Cow Milk,urea,Urea,urea,cpd00073,3.9
1181,FOOD_cowmilk,Cow Milk,ala__L,L-alanine,ala_L,cpd00035,7.8876404494382
1182,FOOD_cowmilk,Cow Milk,arg__L,L-Arginine,arg_L,cpd00051,5.52238805970149
1183,FOOD_cowmilk,Cow Milk,asp__L,L-Aspartate,asp_L,cpd00041,12.5018782870023
1184,FOOD_cowmilk,Cow Milk,cys__L,L-Cysteine,cys_L,cpd00084,0.643776824034335
1185,FOOD_cowmilk,Cow Milk,glu__L,L-Glutamate,glu_L,cpd00023,35.6963229796778
1186,FOOD_cowmilk,Cow Milk,gly,Glycine,gly,cpd00033,8.31224190755295
1187,FOOD_cowmilk,Cow Milk,his__L,L-Histidine,his_L,cpd00119,4.69223332259104
1188,FOOD_cowmilk,Cow Milk,ile__L,L-Isoleucine,ile_L,cpd00322,10.9018830525273
1189,FOOD_cowmilk,Cow Milk,leu__L,L-Leucine,leu_L,cpd00107,16.4519326065411
1190,FOOD_cowmilk,Cow Milk,lys__L,L-Lysine,lys_L,cpd00039,13.1609549216773
1191,FOOD_cowmilk,Cow Milk,met__L,L-Methionine,met_L,cpd00060,4.35627638898197
1192,FOOD_cowmilk,Cow Milk,phe__L,L-Phenylalanine,phe_L,cpd00066,7.08275319329257
1193,FOOD_cowmilk,Cow Milk,pro__L,L-Proline,pro_L,cpd00129,23.0348301919569
1194,FOOD_cowmilk,Cow Milk,ser__L,L-Serine,ser_L,cpd00054,14.1021981159007
1195,FOOD_cowmilk,Cow Milk,thr__L,L-Threonine,thr_L,cpd00161,9.60376091336467
1196,FOOD_cowmilk,Cow Milk,trp__L,L-Tryptophan,trp_L,cpd00065,1.40038192234246
1197,FOOD_cowmilk,Cow Milk,tyr__L,L-Tyrosine,tyr_L,cpd00069,8.17925934102324
1198,FOOD_cowmilk,Cow Milk,val__L,L-Valine,val_L,cpd00156,14.4259496372172
1199,FOOD_cowmilk,Cow Milk,mn2,Mn2+,mn2,cpd00030,100.0
1200,FOOD_cowmilk,Cow Milk,zn2,Zn2+,zn2,cpd00034,100.0
1201,FOOD_cowmilk,Cow Milk,so4,Sulfate,so4,cpd00048,100.0
1202,FOOD_cowmilk,Cow Milk,cu2,Cu2+,cu2,cpd00058,100.0
1203,FOOD_cowmilk,Cow Milk,ca2,Ca2+,ca2,cpd00063,100.0
1204,FOOD_cowmilk,Cow Milk,h,H+,h,cpd00067,100.0
1205,FOOD_cowmilk,Cow Milk,cl,Cl-,cl,cpd00099,100.0
1206,FOOD_cowmilk,Cow Milk,cobalt2,Co2+,cobalt2,cpd00149,100.0
1207,FOOD_cowmilk,Cow Milk,k,K+,k,cpd00205,100.0
1208,FOOD_cowmilk,Cow Milk,mg2,Mg,mg2,cpd00254,100.0
1209,FOOD_cowmilk,Cow Milk,hg2,Hg2+,hg2,cpd00531,100.0
1210,FOOD_cowmilk,Cow Milk,na1,Na+,na1,cpd00971,100.0
1211,FOOD_cowmilk,Cow Milk,cd2,Cd2+,cd2,cpd01012,100.0
1212,FOOD_cowmilk,Cow Milk,aso4,Arsenate,aso4,cpd01048,100.0
1213,FOOD_cowmilk,Cow Milk,fe2,Fe2+,fe2,cpd10515,100.0
1214,FOOD_cowmilk,Cow Milk,fe3,fe3,fe3,cpd10516,100.0
1215,FOOD_cowmilk,Cow Milk,cro4,chromate,cro4,cpd11595,100.0
1216,FOOD_cowmilk,Cow Milk,nh4,NH3,nh4,cpd00013,100.0
1217,FOOD_cowmilk,Cow Milk,co2,CO2,co2,cpd00011,0.5
1218,FOOD_cowmilk,Cow Milk,mobd,Molybdate,mobd,cpd11574,100.0
1219,FOOD_cowmilk,Cow Milk,o2,O2,o2,cpd00007,0.0
1220,FOOD_cowmilk,Cow Milk,h2o,H2O,h2o,cpd00001,100.0
1221,FOOD_cowmilk,Cow Milk,pi,Phosphate,pi,cpd00009,12.53
1222,FOOD_cowmilk,Cow Milk,so4,Sulfate,so4,cpd00048,100.0
1223,FOOD_cowmilk,Cow Milk,nh4,NH3,nh4,cpd00013,100.0
1224,FOOD_cowmilk,Cow Milk,cro4,chromate,cro4,cpd11595,100.0
1225,FOOD_HumanaPre,Humana Pre (from birth),lcts,Lactose,lcts,cpd00208,216.0
1226,FOOD_HumanaPre,Humana Pre (from birth),gal,D-Galactose,gal,cpd00108,27.7
1227,FOOD_HumanaPre,Humana Pre (from birth),chol,Choline,chol,cpd00098,1.923
1228,FOOD_HumanaPre,Humana Pre (from birth),inost,L-Inositol,inost,cpd00121,0.5
1229,FOOD_HumanaPre,Humana Pre (from birth),pcreat,Phosphocreatine,pcreat,cpd01550,50.0
1230,FOOD_HumanaPre,Humana Pre (from birth),fol,Folate,fol,cpd00393,0.00023
1231,FOOD_HumanaPre,Humana Pre (from birth),thm,Thiamine,thm,cpd00305,0.003
1232,FOOD_HumanaPre,Humana Pre (from birth),ribflv,Riboflavin,ribflv,cpd00220,0.0034
1233,FOOD_HumanaPre,Humana Pre (from birth),pant__R,PAN,pant_R,cpd00644,0.017
1234,FOOD_HumanaPre,Humana Pre (from birth),nac,Niacin,nac,cpd00218,0.047
1235,FOOD_HumanaPre,Humana Pre (from birth),btn,Biotin,btn,cpd00104,0.0008
1236,FOOD_HumanaPre,Humana Pre (from birth),ala__L,L-alanine,ala_L,cpd00035,4.24719101123596
1237,FOOD_HumanaPre,Humana Pre (from birth),arg__L,L-Arginine,arg_L,cpd00051,2.9735935706085
1238,FOOD_HumanaPre,Humana Pre (from birth),asp__L,L-Aspartate,asp_L,cpd00041,6.73178061607814
1239,FOOD_HumanaPre,Humana Pre (from birth),cys__L,L-Cysteine,cys_L,cpd00084,0.346649059095411
1240,FOOD_HumanaPre,Humana Pre (from birth),glu__L,L-Glutamate,glu_L,cpd00023,19.2210969890573
1241,FOOD_HumanaPre,Humana Pre (from birth),gly,Glycine,gly,cpd00033,4.47582256560543
1242,FOOD_HumanaPre,Humana Pre (from birth),his__L,L-Histidine,his_L,cpd00119,2.52658717370287
1243,FOOD_HumanaPre,Humana Pre (from birth),ile__L,L-Isoleucine,ile_L,cpd00322,5.8702447205916
1244,FOOD_HumanaPre,Humana Pre (from birth),leu__L,L-Leucine,leu_L,cpd00107,8.85873294198369
1245,FOOD_HumanaPre,Humana Pre (from birth),lys__L,L-Lysine,lys_L,cpd00039,7.0866680347493
1246,FOOD_HumanaPre,Humana Pre (from birth),met__L,L-Methionine,met_L,cpd00060,2.34568728637491
1247,FOOD_HumanaPre,Humana Pre (from birth),phe__L,L-Phenylalanine,phe_L,cpd00066,3.81379018100369
1248,FOOD_HumanaPre,Humana Pre (from birth),pro__L,L-Proline,pro_L,cpd00129,12.4033701033614
1249,FOOD_HumanaPre,Humana Pre (from birth),ser__L,L-Serine,ser_L,cpd00054,7.59349129317728
1250,FOOD_HumanaPre,Humana Pre (from birth),thr__L,L-Threonine,thr_L,cpd00161,5.17125587642713
1251,FOOD_HumanaPre,Humana Pre (from birth),trp__L,L-Tryptophan,trp_L,cpd00065,0.754051804338246
1252,FOOD_HumanaPre,Humana Pre (from birth),tyr__L,L-Tyrosine,tyr_L,cpd00069,4.40421656824328
1253,FOOD_HumanaPre,Humana Pre (from birth),val__L,L-Valine,val_L,cpd00156,7.76781903542467
1254,FOOD_HumanaPre,Humana Pre (from birth),mn2,Mn2+,mn2,cpd00030,100.0
1255,FOOD_HumanaPre,Humana Pre (from birth),zn2,Zn2+,zn2,cpd00034,100.0
1256,FOOD_HumanaPre,Humana Pre (from birth),so4,Sulfate,so4,cpd00048,100.0
1257,FOOD_HumanaPre,Humana Pre (from birth),cu2,Cu2+,cu2,cpd00058,100.0
1258,FOOD_HumanaPre,Humana Pre (from birth),ca2,Ca2+,ca2,cpd00063,100.0
1259,FOOD_HumanaPre,Humana Pre (from birth),h,H+,h,cpd00067,100.0
1260,FOOD_HumanaPre,Humana Pre (from birth),cl,Cl-,cl,cpd00099,100.0
1261,FOOD_HumanaPre,Humana Pre (from birth),cobalt2,Co2+,cobalt2,cpd00149,100.0
1262,FOOD_HumanaPre,Humana Pre (from birth),k,K+,k,cpd00205,100.0
1263,FOOD_HumanaPre,Humana Pre (from birth),mg2,Mg,mg2,cpd00254,100.0
1264,FOOD_HumanaPre,Humana Pre (from birth),hg2,Hg2+,hg2,cpd00531,100.0
1265,FOOD_HumanaPre,Humana Pre (from birth),na1,Na+,na1,cpd00971,100.0
1266,FOOD_HumanaPre,Humana Pre (from birth),cd2,Cd2+,cd2,cpd01012,100.0
1267,FOOD_HumanaPre,Humana Pre (from birth),aso4,Arsenate,aso4,cpd01048,100.0
1268,FOOD_HumanaPre,Humana Pre (from birth),fe2,Fe2+,fe2,cpd10515,100.0
1269,FOOD_HumanaPre,Humana Pre (from birth),fe3,fe3,fe3,cpd10516,100.0
1270,FOOD_HumanaPre,Humana Pre (from birth),cro4,chromate,cro4,cpd11595,100.0
1271,FOOD_HumanaPre,Humana Pre (from birth),nh4,NH3,nh4,cpd00013,100.0
1272,FOOD_HumanaPre,Humana Pre (from birth),co2,CO2,co2,cpd00011,0.5
1273,FOOD_HumanaPre,Humana Pre (from birth),mobd,Molybdate,mobd,cpd11574,100.0
1274,FOOD_HumanaPre,Humana Pre (from birth),o2,O2,o2,cpd00007,0.0
1275,FOOD_HumanaPre,Humana Pre (from birth),h2o,H2O,h2o,cpd00001,100.0
1276,FOOD_HumanaPre,Humana Pre (from birth),pi,Phosphate,pi,cpd00009,12.53
1277,FOOD_HumanaPre,Humana Pre (from birth),so4,Sulfate,so4,cpd00048,100.0
1278,FOOD_HumanaPre,Humana Pre (from birth),nh4,NH3,nh4,cpd00013,100.0
1279,FOOD_HumanaPre,Humana Pre (from birth),cro4,chromate,cro4,cpd11595,100.0
1280,FOOD_rumen,Feed of cows,cellb,Cellobiose,cellb,cpd00158,50.0
1281,FOOD_rumen,Feed of cows,nh4,NH3,nh4,cpd00013,5.0
1282,FOOD_rumen,Feed of cows,urea,Urea,urea,cpd00073,5.0
1283,FOOD_rumen,Feed of cows,mn2,Mn2+,mn2,cpd00030,100.0
1284,FOOD_rumen,Feed of cows,zn2,Zn2+,zn2,cpd00034,100.0
1285,FOOD_rumen,Feed of cows,so4,Sulfate,so4,cpd00048,100.0
1286,FOOD_rumen,Feed of cows,cu2,Cu2+,cu2,cpd00058,100.0
1287,FOOD_rumen,Feed of cows,ca2,Ca2+,ca2,cpd00063,100.0
1288,FOOD_rumen,Feed of cows,h,H+,h,cpd00067,100.0
1289,FOOD_rumen,Feed of cows,cl,Cl-,cl,cpd00099,100.0
1290,FOOD_rumen,Feed of cows,cobalt2,Co2+,cobalt2,cpd00149,100.0
1291,FOOD_rumen,Feed of cows,k,K+,k,cpd00205,100.0
1292,FOOD_rumen,Feed of cows,mg2,Mg,mg2,cpd00254,100.0
1293,FOOD_rumen,Feed of cows,hg2,Hg2+,hg2,cpd00531,100.0
1294,FOOD_rumen,Feed of cows,na1,Na+,na1,cpd00971,100.0
1295,FOOD_rumen,Feed of cows,cd2,Cd2+,cd2,cpd01012,100.0
1296,FOOD_rumen,Feed of cows,aso4,Arsenate,aso4,cpd01048,100.0
1297,FOOD_rumen,Feed of cows,fe2,Fe2+,fe2,cpd10515,100.0
1298,FOOD_rumen,Feed of cows,fe3,fe3,fe3,cpd10516,100.0
1299,FOOD_rumen,Feed of cows,cro4,chromate,cro4,cpd11595,100.0
1300,FOOD_rumen,Feed of cows,nh4,NH3,nh4,cpd00013,100.0
1301,FOOD_rumen,Feed of cows,co2,CO2,co2,cpd00011,0.5
1302,FOOD_rumen,Feed of cows,mobd,Molybdate,mobd,cpd11574,100.0
1303,FOOD_rumen,Feed of cows,h2o,H2O,h2o,cpd00001,100.0
1304,FOOD_rumen,Feed of cows,pi,Phosphate,pi,cpd00009,12.53
1305,FOOD_rumen,Feed of cows,h2s,H2S,h2s,cpd00239,10.0
1306,FOOD_rumen,Feed of cows,cro4,chromate,cro4,cpd11595,100.0
1307,FOOD_wine,Resources for O. oeni in wine fermentation,mal__L,L-Malate,mal_L,cpd00130,15.0
1308,FOOD_wine,Resources for O. oeni in wine fermentation,cit,Citrate,cit,cpd00137,10.0
1309,FOOD_wine,Resources for O. oeni in wine fermentation,etoh,ethanol,etoh,cpd00363,5.0
1310,FOOD_wine,Resources for O. oeni in wine fermentation,glc__D,D-Glucose,glc_D,cpd00027,2.0
1311,FOOD_wine,Resources for O. oeni in wine fermentation,fru,D-Fructose,fru,cpd00082,2.0
1312,FOOD_wine,Resources for O. oeni in wine fermentation,sucr,Sucrose,sucr,cpd00076,2.0
1313,FOOD_wine,Resources for O. oeni in wine fermentation,mn2,Mn2+,mn2,cpd00030,100.0
1314,FOOD_wine,Resources for O. oeni in wine fermentation,zn2,Zn2+,zn2,cpd00034,100.0
1315,FOOD_wine,Resources for O. oeni in wine fermentation,so4,Sulfate,so4,cpd00048,100.0
1316,FOOD_wine,Resources for O. oeni in wine fermentation,cu2,Cu2+,cu2,cpd00058,100.0
1317,FOOD_wine,Resources for O. oeni in wine fermentation,ca2,Ca2+,ca2,cpd00063,100.0
1318,FOOD_wine,Resources for O. oeni in wine fermentation,h,H+,h,cpd00067,100.0
1319,FOOD_wine,Resources for O. oeni in wine fermentation,cl,Cl-,cl,cpd00099,100.0
1320,FOOD_wine,Resources for O. oeni in wine fermentation,cobalt2,Co2+,cobalt2,cpd00149,100.0
1321,FOOD_wine,Resources for O. oeni in wine fermentation,k,K+,k,cpd00205,100.0
1322,FOOD_wine,Resources for O. oeni in wine fermentation,mg2,Mg,mg2,cpd00254,100.0
1323,FOOD_wine,Resources for O. oeni in wine fermentation,hg2,Hg2+,hg2,cpd00531,100.0
1324,FOOD_wine,Resources for O. oeni in wine fermentation,na1,Na+,na1,cpd00971,100.0
1325,FOOD_wine,Resources for O. oeni in wine fermentation,cd2,Cd2+,cd2,cpd01012,100.0
1326,FOOD_wine,Resources for O. oeni in wine fermentation,aso4,Arsenate,aso4,cpd01048,100.0
1327,FOOD_wine,Resources for O. oeni in wine fermentation,fe2,Fe2+,fe2,cpd10515,100.0
1328,FOOD_wine,Resources for O. oeni in wine fermentation,fe3,fe3,fe3,cpd10516,100.0
1329,FOOD_wine,Resources for O. oeni in wine fermentation,cro4,chromate,cro4,cpd11595,100.0
1330,FOOD_wine,Resources for O. oeni in wine fermentation,nh4,NH3,nh4,cpd00013,100.0
1331,FOOD_wine,Resources for O. oeni in wine fermentation,co2,CO2,co2,cpd00011,0.5
1332,FOOD_wine,Resources for O. oeni in wine fermentation,mobd,Molybdate,mobd,cpd11574,100.0
1333,FOOD_wine,Resources for O. oeni in wine fermentation,h2o,H2O,h2o,cpd00001,100.0
1334,FOOD_wine,Resources for O. oeni in wine fermentation,pi,Phosphate,pi,cpd00009,12.53
1335,FOOD_wine,Resources for O. oeni in wine fermentation,h2s,H2S,h2s,cpd00239,10.0
1336,FOOD_wine,Resources for O. oeni in wine fermentation,cro4,chromate,cro4,cpd11595,100.0
1337,FOOD_wine,Resources for O. oeni in wine fermentation,nh4,NH3,nh4,cpd00013,5.0
1338,FOOD_wine,Resources for O. oeni in wine fermentation,ala__L,L-Alanine,ala_L,cpd00035,0.59870931538
1339,FOOD_wine,Resources for O. oeni in wine fermentation,arg__L,L-Arginine,arg_L,cpd00051,0.3861021814
1340,FOOD_wine,Resources for O. oeni in wine fermentation,asp__L,L-Aspartate,asp_L,cpd00041,0.91987978963
1341,FOOD_wine,Resources for O. oeni in wine fermentation,cys__L,L-Cysteine,cys_L,cpd00084,0.05829207921
1342,FOOD_wine,Resources for O. oeni in wine fermentation,glu__L,L-Glutamate,glu_L,cpd00023,2.52972127804
1343,FOOD_wine,Resources for O. oeni in wine fermentation,gly,Glycine,gly,cpd00033,0.43728362184
1344,FOOD_wine,Resources for O. oeni in wine fermentation,his__L,L-Histidine,his_L,cpd00119,0.30599871134
1345,FOOD_wine,Resources for O. oeni in wine fermentation,ile__L,L-Isoleucine,ile_L,cpd00322,0.71884908537
1346,FOOD_wine,Resources for O. oeni in wine fermentation,leu__L,L-Leucine,leu_L,cpd00107,1.13816310976
1347,FOOD_wine,Resources for O. oeni in wine fermentation,lys__L,L-Lysine,lys_L,cpd00039,0.89273597811
1348,FOOD_wine,Resources for O. oeni in wine fermentation,met__L,L-Methionine,met_L,cpd00060,0.28445710456
1349,FOOD_wine,Resources for O. oeni in wine fermentation,phe__L,L-Phenylalanine,phe_L,cpd00066,0.50161016949
1350,FOOD_wine,Resources for O. oeni in wine fermentation,pro__L,L-Proline,pro_L,cpd00129,1.46513466551
1351,FOOD_wine,Resources for O. oeni in wine fermentation,ser__L,L-Serine,ser_L,cpd00054,0.87603235014
1352,FOOD_wine,Resources for O. oeni in wine fermentation,thr__L,L-Threonine,thr_L,cpd00161,0.60115869018
1353,FOOD_wine,Resources for O. oeni in wine fermentation,trp__L,L-Tryptophan,trp_L,cpd00065,0.10025954946
1354,FOOD_wine,Resources for O. oeni in wine fermentation,tyr__L,L-Tyrosine,tyr_L,cpd00069,0.46642935982
1355,FOOD_wine,Resources for O. oeni in wine fermentation,val__L,L-Valine,val_L,cpd00156,0.92303159693
1356,FOOD_wine,Resources for O. oeni in wine fermentation,o2,O2,o2,cpd00007,2.0
1357,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,h2o,H2O,h2o,cpd00001,1000.0
1358,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,co2,CO2,co2,cpd00011,50.0
1359,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,h2,H2,h2,cpd11640,100.0
1360,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,pi,Phosphate,pi,cpd00009,100.0
1361,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,mn2,Mn2+,mn2,cpd00030,100.0
1362,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,zn2,Zn2+,zn2,cpd00034,100.0
1363,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,so4,Sulfate,so4,cpd00048,100.0
1364,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,cu2,Cu2+,cu2,cpd00058,100.0
1365,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,ca2,Ca2+,ca2,cpd00063,100.0
1366,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,h,H+,h,cpd00067,100.0
1367,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,cl,Cl-,cl,cpd00099,100.0
1368,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,cobalt2,Co2+,cobalt2,cpd00149,100.0
1369,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,k,K+,k,cpd00205,100.0
1370,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,mg2,Mg,mg2,cpd00254,100.0
1371,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,hg2,Hg2+,hg2,cpd00531,100.0
1372,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,na1,Na+,na1,cpd00971,100.0
1373,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,cd2,Cd2+,cd2,cpd01012,100.0
1374,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,aso4,Arsenate,aso4,cpd01048,100.0
1375,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,fe2,Fe2+,fe2,cpd10515,100.0
1376,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,fe3,fe3,fe3,cpd10516,0.01
1377,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,cro4,chromate,cro4,cpd11595,100.0
1378,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,nh4,NH3,nh4,cpd00013,100.0
1379,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,mobd,Molybdate,mobd,cpd11574,100.0
1380,MM_anaerobic_CO2_H2,Mininmal medium for methanogenesis from H2 and CO2,ni2,Ni2+,ni2,cpd00244,100.0
1381,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,h2o,H2O,h2o,cpd00001,1000.0
1382,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,ac,Acetate,ac,cpd00029,50.0
1383,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,h2,H2,h2,cpd11640,100.0
1384,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,pi,Phosphate,pi,cpd00009,100.0
1385,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,mn2,Mn2+,mn2,cpd00030,100.0
1386,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,zn2,Zn2+,zn2,cpd00034,100.0
1387,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,so4,Sulfate,so4,cpd00048,100.0
1388,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,cu2,Cu2+,cu2,cpd00058,100.0
1389,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,ca2,Ca2+,ca2,cpd00063,100.0
1390,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,h,H+,h,cpd00067,100.0
1391,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,cl,Cl-,cl,cpd00099,100.0
1392,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,cobalt2,Co2+,cobalt2,cpd00149,100.0
1393,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,k,K+,k,cpd00205,100.0
1394,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,mg2,Mg,mg2,cpd00254,100.0
1395,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,hg2,Hg2+,hg2,cpd00531,100.0
1396,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,na1,Na+,na1,cpd00971,100.0
1397,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,cd2,Cd2+,cd2,cpd01012,100.0
1398,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,aso4,Arsenate,aso4,cpd01048,100.0
1399,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,fe2,Fe2+,fe2,cpd10515,100.0
1400,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,fe3,fe3,fe3,cpd10516,0.01
1401,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,cro4,chromate,cro4,cpd11595,100.0
1402,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,nh4,NH3,nh4,cpd00013,100.0
1403,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,mobd,Molybdate,mobd,cpd11574,100.0
1404,MM_anaerobic_Acetate_H2,Mininmal medium for methanogenesis from H2 and Acetate,ni2,Ni2+,ni2,cpd00244,100.0
